Event_Category,Time_Of_Day,Expected_Crowd,Environment_Type,Max_Venue_Capacity,Venue_Area_Sq_Meters,Number_Of_Fire_Exits,Event_Date,Duration_Hours,Latitude,Longitude,Has_Fireworks,Has_Temp_Structures,VIP_Attendance,Loudspeaker_Used,Road_Closure_Required,Is_Moving_Procession,Food_Stalls_Present,Liquor_Served,Risk_Level
Private Function,Night,1347,Indoor,2518,9683,8,2026-05-13,2,18.142906,73.179592,0,0,0,0,0,0,1,0,Low
Protest/March,Evening,289650,Outdoor,289650,434475,0,2026-08-30,8,18.01585,73.390693,0,0,1,1,0,1,1,0,High
Major Concert,Afternoon,35212,Indoor,40489,68304,8,2026-04-02,7,18.350414,72.677142,0,1,1,1,1,0,1,1,Medium
Private Function,Afternoon,886,Outdoor,1843,4577,6,2026-07-06,6,19.084248,73.039706,0,1,0,0,0,0,1,0,Low
Private Function,Evening,278,Indoor,738,2478,3,2026-05-10,2,18.396219,72.608656,0,0,0,0,0,0,1,0,Low
Sports Match,Morning,3344,Outdoor,6362,25003,21,2026-09-25,2,19.149907,72.563827,0,0,0,1,0,0,1,0,Low
Major Concert,Evening,6261,Indoor,6887,6887,2,2026-07-24,5,19.142254,73.267298,1,1,1,1,0,0,0,1,High
Private Function,Morning,553,Outdoor,1328,3603,4,2026-07-07,5,19.071587,72.588072,0,0,0,0,0,0,0,0,Low
Political Rally,Evening,21389,Indoor,24491,35606,4,2026-07-23,6,18.239481,73.188866,0,1,0,1,0,0,1,0,Low
Protest/March,Evening,402833,Outdoor,402833,604249,0,2026-07-18,7,18.861415,73.783488,0,0,1,1,0,1,1,0,High
Private Function,Evening,916,Indoor,1967,4889,6,2026-04-05,2,18.398468,73.981036,0,0,0,0,0,0,0,0,Low
Political Rally,Afternoon,1360245,Outdoor,1172242,544098,2,2026-05-26,16,19.050123,72.621403,0,1,1,1,1,0,1,0,High
Private Function,Afternoon,451,Outdoor,1311,5140,4,2026-08-27,5,19.001428,73.633,0,0,0,0,0,0,0,0,Low
Sports Match,Night,37030,Indoor,42960,59304,8,2026-07-22,3,18.844296,73.167745,0,1,0,1,1,0,1,0,Medium
Major Concert,Morning,48035,Outdoor,50356,76148,10,2026-05-11,3,18.632606,72.695808,0,1,1,1,1,0,1,1,Medium
Protest/March,Night,241119,Outdoor,241119,361678,0,2026-05-07,6,18.62406,73.132941,0,0,1,1,0,1,1,0,High
Sports Match,Evening,34096,Outdoor,37409,68101,7,2026-08-13,7,18.178238,72.83487,1,1,0,1,1,0,1,0,Medium
Sports Match,Night,3802,Outdoor,6520,23519,21,2026-09-08,5,18.252062,72.534677,0,0,0,1,0,0,1,0,Low
Political Rally,Afternoon,1136916,Outdoor,779192,454766,3,2026-04-06,38,18.402605,72.573142,0,1,1,1,1,0,1,0,High
Political Rally,Morning,67495,Outdoor,77599,147118,15,2026-06-19,8,19.469532,72.503808,1,0,1,1,1,0,1,0,Medium
Major Concert,Morning,41185,Outdoor,42778,68406,8,2026-08-13,7,18.033382,72.636326,0,1,1,1,1,0,1,1,Medium
Mega Religious Gathering,Morning,1478341,Outdoor,1187638,591336,3,2026-06-16,55,18.437092,73.652224,0,1,0,1,0,1,1,0,High
Mega Religious Gathering,Afternoon,1788011,Outdoor,1090769,715204,2,2026-07-26,63,19.400056,73.328829,0,1,1,1,0,1,1,0,Medium
Private Function,Night,1225,Outdoor,2871,5923,9,2026-06-19,4,19.003474,72.977859,0,0,0,0,0,0,0,0,Low
Major Concert,Night,17258,Indoor,18983,18983,2,2026-09-24,4,18.933371,72.856154,1,1,1,1,0,0,1,1,Medium
Major Concert,Evening,22108,Indoor,22471,34232,4,2026-04-04,8,18.174733,73.138936,0,1,1,1,0,0,1,1,Low
Sports Match,Night,4181,Outdoor,11460,34080,38,2026-09-25,3,18.790661,73.477606,0,0,0,1,0,0,1,0,Low
Private Function,Afternoon,1359,Outdoor,3470,12188,11,2026-08-06,2,18.167034,72.708107,0,0,0,0,0,0,0,0,Low
Political Rally,Evening,1942217,Outdoor,1485186,776886,2,2026-04-27,56,18.558926,73.64945,0,1,1,1,1,0,1,0,High
Mega Religious Gathering,Evening,840212,Outdoor,552084,336084,3,2026-07-11,39,19.083977,73.969144,0,1,1,1,0,1,1,0,High
Sports Match,Evening,41507,Outdoor,45125,56765,9,2026-08-15,6,18.587806,72.963534,0,0,0,1,1,0,1,0,Medium
Sports Match,Afternoon,60195,Outdoor,69134,108330,13,2026-07-26,6,18.406311,73.968457,1,1,1,1,1,0,1,0,Medium
Private Function,Afternoon,305,Indoor,728,1576,3,2026-06-13,5,18.69308,73.250042,0,0,0,0,0,0,1,0,Low
Protest/March,Morning,395169,Outdoor,395169,592753,0,2026-08-28,7,18.564163,72.568684,0,0,1,1,0,1,1,0,High
Sports Match,Night,7610,Outdoor,11664,37888,38,2026-04-18,6,19.133731,73.111441,0,0,0,1,0,0,1,0,Low
Sports Match,Night,58233,Indoor,67009,117021,13,2026-07-31,7,18.76448,73.89637,0,1,0,1,1,0,1,0,Medium
Sports Match,Morning,51686,Indoor,56954,111199,11,2026-07-16,5,18.671658,73.574545,0,1,0,1,1,0,1,0,Medium
Major Concert,Night,15414,Indoor,16955,16955,2,2026-08-14,4,18.931557,73.13171,1,1,0,0,0,0,1,1,High
Private Function,Afternoon,919,Outdoor,2678,7947,8,2026-04-19,2,19.181083,73.005072,0,0,0,0,0,0,1,0,Low
Major Concert,Afternoon,12659,Indoor,13924,13924,2,2026-08-26,5,18.158353,72.967173,1,1,1,1,0,0,1,1,Medium
Private Function,Night,899,Indoor,1776,4469,5,2026-08-19,6,18.666815,73.816059,0,0,0,0,0,0,0,0,Low
Private Function,Morning,762,Indoor,1859,5514,6,2026-04-14,2,18.22582,73.999154,0,0,0,0,0,0,0,0,Low
Major Concert,Morning,17982,Indoor,19780,19780,2,2026-07-04,5,18.245474,73.774428,1,1,1,1,0,0,1,1,High
Private Function,Morning,303,Outdoor,538,1676,3,2026-06-21,6,18.494338,73.833689,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Morning,2402867,Outdoor,1807248,961146,2,2026-07-14,42,18.474201,73.907169,0,1,1,1,0,1,1,0,High
Private Function,Afternoon,1039,Outdoor,3009,11253,10,2026-06-26,5,18.542877,72.752462,0,0,0,0,0,0,0,0,Low
Private Function,Evening,1319,Indoor,2184,4720,7,2026-04-26,3,18.851064,73.058519,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Afternoon,1467191,Outdoor,1046090,586876,3,2026-08-22,60,19.382603,73.109058,0,1,1,1,0,1,1,0,High
Sports Match,Afternoon,36070,Outdoor,38949,60433,7,2026-07-15,4,18.688831,73.541817,0,1,1,1,1,0,1,0,Medium
Protest/March,Evening,114257,Outdoor,114257,171385,0,2026-07-01,9,18.722858,73.796337,0,0,1,1,0,1,1,0,High
Major Concert,Morning,14175,Indoor,15592,15592,2,2026-07-20,6,18.737961,73.151441,1,1,1,1,0,0,1,1,High
Political Rally,Afternoon,1809074,Outdoor,1387797,723629,3,2026-05-23,26,18.426086,72.970603,0,1,1,1,1,0,1,0,High
Sports Match,Morning,53518,Outdoor,57930,76647,11,2026-05-19,3,19.433312,73.578842,1,1,0,1,1,0,1,0,Medium
Sports Match,Evening,6764,Outdoor,12747,45193,42,2026-05-15,2,19.079682,72.998634,0,1,0,1,0,0,1,0,Low
Political Rally,Morning,18463,Indoor,21761,30467,4,2026-09-10,8,18.672231,72.523647,0,1,1,1,0,0,1,0,Medium
Major Concert,Night,11753,Indoor,13667,26375,4,2026-06-11,8,18.105548,73.715716,0,1,1,1,0,0,1,1,Medium
Political Rally,Evening,2292714,Outdoor,2048841,917085,3,2026-09-22,61,18.919906,73.682383,0,1,1,1,1,0,1,0,High
Protest/March,Evening,134506,Outdoor,134506,201759,0,2026-04-23,10,18.721498,73.485429,0,0,1,1,0,1,1,0,High
Sports Match,Evening,64079,Outdoor,66517,123831,13,2026-05-11,5,18.682577,73.78596,0,1,0,1,1,0,1,0,Medium
Political Rally,Night,63969,Indoor,72064,116969,14,2026-05-23,3,18.579044,72.813689,0,1,1,1,1,0,1,0,Medium
Political Rally,Evening,11713,Indoor,12377,19404,4,2026-06-09,8,19.105103,73.993235,0,1,1,1,0,0,1,0,Low
Political Rally,Afternoon,1848947,Outdoor,1454536,739578,1,2026-04-02,27,18.267067,73.068427,0,1,1,1,1,0,1,0,High
Political Rally,Evening,1865206,Outdoor,1289779,746082,1,2026-07-01,33,19.0124,73.768292,0,1,1,1,1,0,1,0,High
Mega Religious Gathering,Night,2384380,Outdoor,1854822,953752,3,2026-05-12,65,19.221956,72.971754,0,1,1,0,0,1,1,0,High
Protest/March,Afternoon,311376,Outdoor,311376,467064,0,2026-08-07,5,18.883841,73.773506,0,0,1,1,0,1,1,0,High
Protest/March,Afternoon,294162,Outdoor,294162,441243,0,2026-04-29,6,19.242449,73.947912,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,147,Indoor,251,782,3,2026-08-05,6,18.416446,72.645708,0,0,0,0,0,0,1,0,Low
Political Rally,Afternoon,52828,Indoor,56834,76075,11,2026-09-27,6,19.308587,73.666269,0,1,0,1,1,0,1,0,Medium
Private Function,Afternoon,111,Outdoor,323,922,3,2026-05-24,2,19.429783,72.850989,0,0,0,0,0,0,1,0,Low
Sports Match,Afternoon,63923,Outdoor,74086,125828,14,2026-09-18,8,18.926214,73.250961,0,1,1,1,1,0,1,0,Medium
Mega Religious Gathering,Morning,2349214,Outdoor,1705410,939685,3,2026-04-27,17,18.738385,72.640981,0,1,1,1,0,1,1,0,High
Private Function,Afternoon,1222,Outdoor,1836,3797,6,2026-08-11,5,19.186179,73.307945,0,0,0,0,0,0,1,0,Low
Sports Match,Morning,3095,Outdoor,6267,19283,20,2026-07-06,6,19.077531,73.003453,0,0,0,1,0,0,1,0,Low
Major Concert,Evening,8960,Indoor,9856,9856,2,2026-08-08,3,18.045137,73.559952,1,1,1,1,0,0,0,1,High
Sports Match,Night,2956,Outdoor,4533,10907,15,2026-07-04,4,18.043176,73.545313,0,0,0,1,0,0,1,0,Low
Sports Match,Afternoon,7882,Outdoor,22268,78525,74,2026-05-10,5,18.937018,73.601675,0,1,0,1,0,0,0,0,Low
Major Concert,Night,16161,Indoor,17777,17777,2,2026-07-03,6,18.30964,73.690048,1,1,1,1,0,0,1,1,High
Sports Match,Morning,2256,Outdoor,3432,7427,11,2026-05-24,5,18.28868,72.56324,0,0,0,1,0,0,0,0,Low
Private Function,Night,1443,Indoor,2431,6361,8,2026-08-29,3,19.254229,73.285843,0,0,0,0,0,0,0,0,Low
Political Rally,Afternoon,60522,Outdoor,67457,113858,13,2026-09-18,8,19.175911,72.528033,1,0,0,1,1,0,1,0,Medium
Political Rally,Morning,47879,Outdoor,54458,93007,10,2026-07-29,3,18.769505,73.289893,1,1,0,1,1,0,1,0,Medium
Private Function,Night,768,Outdoor,2050,8038,6,2026-04-26,5,19.303242,73.313238,0,0,0,0,0,0,1,0,Medium
Political Rally,Morning,58972,Outdoor,63678,107019,12,2026-07-28,8,18.110581,72.620679,0,1,1,1,1,0,1,0,Medium
Political Rally,Afternoon,2317536,Outdoor,1881975,927014,3,2026-06-19,52,18.756878,73.701977,0,1,1,1,1,0,1,0,High
Sports Match,Night,7690,Outdoor,22647,69554,75,2026-08-13,2,19.08666,73.757903,0,0,0,1,0,0,0,0,Low
Protest/March,Night,158351,Outdoor,158351,237526,0,2026-05-26,7,19.253323,72.938862,0,0,1,1,0,1,1,0,High
Private Function,Night,151,Outdoor,249,760,3,2026-07-23,4,19.415458,73.989432,0,1,0,0,0,0,1,0,Low
Sports Match,Afternoon,20561,Outdoor,23894,36244,4,2026-09-09,4,18.406936,73.656397,0,1,0,1,0,0,1,0,Medium
Major Concert,Evening,43465,Outdoor,48607,69599,9,2026-04-21,7,19.043884,73.561602,0,1,0,1,1,0,1,1,Medium
Sports Match,Afternoon,8403,Outdoor,22431,48924,74,2026-06-02,4,19.11129,73.558509,0,0,0,1,0,0,0,0,Low
Private Function,Night,1369,Outdoor,2600,9483,8,2026-06-07,2,18.461249,72.921803,0,0,0,0,0,0,0,0,Medium
Major Concert,Morning,35346,Outdoor,36293,72185,7,2026-08-16,3,18.025499,72.529714,1,1,0,1,1,0,1,1,Medium
Sports Match,Afternoon,53643,Outdoor,58409,112565,11,2026-09-03,8,19.469714,73.520325,0,1,0,1,1,0,1,0,Medium
Sports Match,Night,4287,Outdoor,7618,17839,25,2026-09-17,2,18.151918,72.92956,0,0,0,1,0,0,1,0,Low
Sports Match,Morning,3135,Outdoor,5472,20923,18,2026-09-26,2,18.13217,73.38912,0,1,0,1,0,0,1,0,Low
Major Concert,Morning,17323,Indoor,19055,19055,2,2026-07-17,3,18.196621,73.320993,1,1,1,1,0,0,1,1,High
Major Concert,Afternoon,29224,Indoor,34034,45353,6,2026-08-27,7,19.137019,73.854043,0,1,1,1,0,0,1,1,Medium
Private Function,Afternoon,1410,Outdoor,3684,13569,12,2026-09-15,3,19.138901,72.638324,0,1,0,0,0,0,1,0,Low
Sports Match,Night,5197,Outdoor,13640,35011,45,2026-09-02,6,18.112263,72.732831,0,0,0,1,0,0,1,0,Low
Major Concert,Afternoon,8453,Indoor,9298,9298,2,2026-07-23,5,18.200514,73.809741,1,1,1,1,0,0,0,1,High
Major Concert,Night,10308,Indoor,11338,11338,2,2026-05-28,5,18.152913,73.533396,1,1,0,1,0,0,1,1,High
Sports Match,Night,2004,Outdoor,4174,8386,13,2026-05-03,3,18.167786,73.143786,0,0,0,1,0,0,1,0,Low
Private Function,Night,1119,Outdoor,1945,4089,6,2026-04-10,5,19.349746,72.767208,0,1,0,0,0,0,0,0,Medium
Private Function,Morning,726,Indoor,1409,4103,4,2026-09-17,3,19.492392,72.528096,0,1,0,0,0,0,1,0,Low
Sports Match,Evening,8027,Outdoor,16342,56979,54,2026-08-09,4,18.318699,73.014203,0,0,0,1,0,0,1,0,Low
Private Function,Morning,1441,Indoor,3073,9993,10,2026-09-12,6,19.479601,72.733442,0,0,0,0,0,0,0,0,Low
Major Concert,Evening,16216,Indoor,17837,17837,2,2026-05-10,4,19.410774,73.999361,1,1,1,1,0,0,1,1,High
Private Function,Morning,166,Indoor,425,1287,3,2026-09-17,6,18.760384,73.380246,0,0,0,0,0,0,0,0,Low
Private Function,Afternoon,323,Outdoor,653,1424,3,2026-05-03,6,18.916519,73.857283,0,0,0,0,0,0,1,0,Low
Political Rally,Morning,2472831,Outdoor,2142654,989132,2,2026-07-23,47,19.454705,73.912437,0,1,1,1,1,0,1,0,High
Sports Match,Evening,5536,Outdoor,14427,46269,48,2026-09-03,5,18.855272,73.848274,0,1,0,1,0,0,0,0,Low
Major Concert,Night,24367,Outdoor,24929,38813,4,2026-07-20,6,18.361433,73.485804,0,1,0,1,0,0,1,1,Medium
Political Rally,Night,64305,Indoor,75309,124716,15,2026-05-21,5,18.209549,73.806675,0,1,1,1,1,0,1,0,Medium
Major Concert,Afternoon,16298,Indoor,17927,17927,2,2026-06-04,4,19.221682,73.349144,1,1,1,1,0,0,1,1,High
Political Rally,Afternoon,72616,Indoor,85649,110043,17,2026-09-14,7,18.423251,73.191563,0,1,1,1,1,0,1,0,Low
Private Function,Evening,1340,Indoor,2551,6780,8,2026-06-25,5,18.624201,72.880751,0,0,0,0,0,0,0,0,Low
Sports Match,Night,1433,Outdoor,2465,9771,8,2026-05-15,3,19.090188,73.194978,0,0,0,1,0,0,1,0,Low
Political Rally,Morning,39752,Indoor,43468,79266,8,2026-04-09,8,18.310613,73.218168,0,1,1,1,1,0,1,0,Medium
Major Concert,Morning,41735,Indoor,45838,80969,9,2026-09-26,4,18.543871,73.64344,0,0,1,1,1,0,1,1,Medium
Sports Match,Afternoon,74284,Indoor,88480,111255,17,2026-07-11,3,18.420363,73.657542,0,1,0,1,1,0,1,0,Medium
Sports Match,Night,1048,Outdoor,1705,3724,5,2026-04-11,6,19.275504,73.64299,0,0,0,1,0,0,0,0,Low
Political Rally,Afternoon,71683,Outdoor,73262,123852,14,2026-08-04,4,18.961122,72.995358,1,1,0,1,1,0,1,0,Medium
Major Concert,Night,17238,Indoor,18961,18961,2,2026-07-25,6,18.445208,73.031099,1,1,1,1,0,0,1,1,High
Mega Religious Gathering,Night,2308511,Outdoor,1940062,923404,3,2026-07-09,31,18.578713,73.193718,0,1,1,0,0,1,1,0,High
Sports Match,Morning,3473,Outdoor,9936,37810,33,2026-06-10,4,18.84437,72.930378,0,0,0,1,0,0,1,0,Low
Major Concert,Afternoon,38545,Outdoor,45172,82931,9,2026-08-24,7,18.149968,73.879496,0,0,0,1,1,0,1,1,Low
Mega Religious Gathering,Evening,1473401,Outdoor,1221266,589360,1,2026-07-01,60,18.009229,73.622184,0,1,1,1,0,1,1,0,High
Political Rally,Evening,1222571,Outdoor,940276,489028,2,2026-08-13,64,19.282556,72.713143,0,1,1,0,1,0,1,0,High
Major Concert,Afternoon,57257,Outdoor,66308,82864,13,2026-08-31,8,19.114674,73.353598,1,0,0,1,1,0,1,1,Medium
Private Function,Afternoon,402,Indoor,633,1433,3,2026-09-14,5,19.316905,72.540815,0,1,0,0,0,0,0,0,Low
Private Function,Night,81,Indoor,217,521,3,2026-05-16,2,18.203332,72.628391,0,0,0,0,0,0,1,0,Low
Private Function,Morning,703,Outdoor,1442,3788,4,2026-06-28,2,19.123591,72.975526,0,0,0,0,0,0,0,0,Low
Political Rally,Night,27864,Indoor,32881,40169,6,2026-05-09,7,19.294228,73.38376,0,0,0,1,0,0,1,0,Medium
Sports Match,Evening,33932,Outdoor,37274,66732,7,2026-09-15,7,18.544425,73.410946,0,1,0,1,1,0,1,0,Medium
Sports Match,Night,28362,Outdoor,31042,57688,6,2026-07-05,3,18.046493,73.362008,0,1,0,1,0,0,1,0,Medium
Political Rally,Night,1622798,Outdoor,1385340,649119,1,2026-04-15,38,18.593273,73.59586,0,1,0,1,1,0,1,0,High
Political Rally,Afternoon,61995,Outdoor,62579,92643,12,2026-08-28,6,18.209765,73.275763,1,1,1,1,1,0,1,0,Medium
Private Function,Afternoon,672,Outdoor,1259,4402,4,2026-09-27,3,18.804324,73.472051,0,0,0,0,0,0,1,0,Low
Sports Match,Morning,72358,Indoor,84050,131870,16,2026-07-04,4,19.194464,73.551406,0,0,0,1,1,0,1,0,Medium
Private Function,Afternoon,1136,Outdoor,1712,5318,5,2026-06-18,2,18.197035,72.909773,0,0,0,0,0,0,0,0,Low
Major Concert,Night,22234,Outdoor,23654,34880,4,2026-07-20,8,19.485935,72.604065,0,1,1,1,0,0,1,1,High
Major Concert,Morning,9084,Indoor,9992,9992,2,2026-08-23,4,19.010195,73.375179,1,1,0,1,0,0,0,1,High
Sports Match,Night,43275,Outdoor,43739,81295,8,2026-07-18,6,18.285975,72.729412,1,1,0,1,1,0,1,0,Medium
Sports Match,Morning,2586,Outdoor,5383,19073,17,2026-05-10,5,19.308579,73.416238,0,0,0,1,0,0,0,0,Low
Political Rally,Evening,25257,Indoor,28903,46759,5,2026-07-19,6,18.297005,72.95057,0,1,0,1,0,0,1,0,Medium
Protest/March,Evening,425182,Outdoor,425182,637773,0,2026-07-01,10,19.078947,73.605545,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,328,Outdoor,956,3363,3,2026-06-03,4,18.363695,72.642734,0,0,0,0,0,0,1,0,Low
Political Rally,Afternoon,53413,Indoor,63486,110936,12,2026-04-29,3,19.308154,73.684641,0,0,1,1,1,0,1,0,Medium
Sports Match,Morning,33995,Indoor,34424,65673,6,2026-09-08,4,18.801931,72.528778,0,1,0,1,1,0,1,0,Medium
Private Function,Morning,865,Outdoor,2210,7502,7,2026-08-24,2,19.375509,73.598937,0,0,0,0,0,0,0,0,Low
Political Rally,Afternoon,40081,Indoor,45288,73037,9,2026-05-21,6,18.845719,73.194629,0,1,0,1,1,0,1,0,Medium
Major Concert,Night,17282,Indoor,19010,19010,2,2026-08-01,4,19.289032,73.520264,1,1,1,1,0,0,1,1,High
Sports Match,Morning,26286,Indoor,26579,35334,5,2026-07-16,6,19.352371,73.379927,0,0,0,1,0,0,1,0,Medium
Private Function,Morning,826,Indoor,1771,4245,5,2026-07-17,5,18.45748,72.742573,0,1,0,0,0,0,1,0,Low
Private Function,Afternoon,1430,Outdoor,3736,10642,12,2026-08-10,2,18.396904,72.631225,0,0,0,0,0,0,0,0,Low
Political Rally,Afternoon,40417,Indoor,47040,88173,9,2026-04-26,4,18.338315,73.612482,0,1,1,1,1,0,1,0,Medium
Political Rally,Evening,22468,Indoor,25862,46604,5,2026-05-05,8,19.114961,73.099911,0,1,0,1,0,0,1,0,Medium
Major Concert,Night,10516,Indoor,11567,11567,2,2026-06-20,3,18.038833,73.91552,1,1,0,1,0,0,1,1,High
Sports Match,Afternoon,37387,Indoor,40856,73620,8,2026-05-19,8,18.904776,72.643293,0,0,1,1,1,0,1,0,High
Protest/March,Night,325011,Outdoor,325011,487516,0,2026-09-25,8,19.275566,73.970644,0,0,1,1,0,1,1,0,High
Political Rally,Afternoon,13862,Outdoor,16528,28116,4,2026-08-23,7,19.321622,72.733845,1,1,1,1,0,0,1,0,Medium
Protest/March,Evening,333275,Outdoor,333275,499912,0,2026-09-11,10,18.415523,73.743627,0,0,1,1,0,1,1,0,High
Mega Religious Gathering,Morning,1057569,Outdoor,801500,423027,1,2026-04-06,59,18.104889,73.250404,0,1,1,1,0,1,1,0,High
Major Concert,Afternoon,31650,Indoor,34780,66850,6,2026-05-19,7,18.450092,73.197321,0,1,0,1,1,0,1,1,Medium
Protest/March,Night,106174,Outdoor,106174,159261,0,2026-08-20,8,18.558079,73.456687,0,0,1,1,0,1,1,0,Medium
Protest/March,Morning,364189,Outdoor,364189,546283,0,2026-08-22,9,18.782206,72.960213,0,0,1,1,0,1,1,0,High
Protest/March,Night,204858,Outdoor,204858,307287,0,2026-04-17,6,19.239735,73.355217,0,0,1,1,0,1,1,0,High
Political Rally,Night,38915,Indoor,45990,89710,9,2026-05-29,5,18.192722,73.66754,0,1,1,1,1,0,1,0,Medium
Major Concert,Afternoon,10780,Indoor,11858,11858,2,2026-08-12,6,18.050904,73.99126,1,1,0,1,0,0,1,1,High
Political Rally,Afternoon,991148,Outdoor,700434,396459,3,2026-06-11,23,18.117831,73.437497,0,1,1,1,1,0,1,0,High
Protest/March,Evening,240564,Outdoor,240564,360846,0,2026-04-26,5,18.784272,73.143277,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,603,Indoor,936,3183,3,2026-08-28,4,18.953787,73.653769,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Night,2089021,Outdoor,1302170,835608,3,2026-07-02,56,19.45568,73.146792,0,1,1,1,0,1,1,0,High
Major Concert,Morning,10726,Indoor,11798,11798,2,2026-06-01,5,19.024894,72.870996,1,1,1,1,0,0,1,1,High
Major Concert,Evening,6979,Indoor,7676,7676,2,2026-08-03,4,18.79086,73.646866,1,1,1,1,0,0,0,1,High
Protest/March,Morning,172081,Outdoor,172081,258121,0,2026-07-20,7,18.388709,73.842392,0,0,1,1,0,1,1,0,High
Major Concert,Morning,14616,Indoor,16077,16077,2,2026-06-15,5,18.715428,72.71936,1,1,1,1,0,0,1,1,High
Private Function,Afternoon,777,Indoor,2007,4081,6,2026-08-28,2,18.064868,73.781414,0,0,0,0,0,0,1,0,Low
Protest/March,Afternoon,196327,Outdoor,196327,294490,0,2026-07-03,4,18.439648,72.598467,0,0,1,1,0,1,1,0,High
Political Rally,Evening,20933,Outdoor,21550,34004,4,2026-06-01,4,19.283604,73.979292,1,0,1,1,0,0,1,0,Medium
Private Function,Evening,845,Indoor,2323,5804,7,2026-05-16,6,18.072727,72.826997,0,1,0,0,0,0,1,0,Low
Major Concert,Afternoon,49870,Outdoor,50152,81016,10,2026-06-12,3,18.747948,72.658037,0,0,0,1,1,0,1,1,Medium
Protest/March,Night,336199,Outdoor,336199,504298,0,2026-08-04,9,18.15062,73.861609,0,0,1,1,0,1,1,0,High
Sports Match,Night,7081,Outdoor,12103,39432,40,2026-09-22,2,19.1138,73.252673,0,0,0,1,0,0,1,0,Low
Private Function,Evening,1277,Indoor,2485,7750,8,2026-04-06,3,18.022175,73.586953,0,0,0,0,0,0,1,0,Low
Private Function,Evening,530,Outdoor,1142,4438,3,2026-08-17,3,18.451117,73.13405,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Evening,1172353,Outdoor,755472,468941,2,2026-09-05,24,18.777488,73.014424,0,1,1,1,0,1,1,0,High
Mega Religious Gathering,Afternoon,939217,Outdoor,809534,375686,3,2026-05-26,41,18.131898,73.943135,0,1,1,1,0,1,1,0,High
Protest/March,Morning,188034,Outdoor,188034,282051,0,2026-09-14,6,18.579676,73.826681,0,0,1,1,0,1,1,0,High
Major Concert,Morning,47669,Indoor,50029,61449,10,2026-06-05,8,18.270884,72.535644,0,1,0,1,1,0,1,1,Medium
Sports Match,Afternoon,3198,Outdoor,5373,20230,17,2026-07-09,3,18.300939,73.221887,0,0,0,1,0,0,0,0,Low
Major Concert,Afternoon,11486,Indoor,12634,12634,2,2026-08-01,4,18.251804,72.682914,1,1,0,1,0,0,1,1,High
Sports Match,Night,8025,Outdoor,18712,70638,62,2026-05-25,3,19.325255,73.180201,0,0,0,1,0,0,0,0,Low
Private Function,Night,153,Outdoor,236,501,3,2026-07-28,6,19.342004,73.278388,0,0,0,0,0,0,1,0,Low
Sports Match,Morning,63898,Indoor,73351,138940,14,2026-09-13,5,18.543627,73.097088,0,1,0,1,1,0,1,0,Medium
Major Concert,Night,24377,Indoor,28758,46268,5,2026-09-20,8,18.45055,73.812631,0,1,1,1,0,0,1,1,Medium
Protest/March,Night,498867,Outdoor,498867,748300,0,2026-06-25,5,18.272802,73.16604,0,0,1,1,0,1,1,0,High
Political Rally,Evening,1112563,Outdoor,709022,445025,1,2026-09-02,35,18.805043,72.980474,0,1,1,1,1,0,1,0,High
Sports Match,Night,2695,Outdoor,7736,15879,25,2026-09-09,4,18.654206,73.472019,0,0,0,1,0,0,0,0,Low
Sports Match,Afternoon,72051,Outdoor,78121,106740,15,2026-09-13,8,18.006212,72.955687,1,1,1,1,1,0,1,0,Medium
Private Function,Afternoon,878,Indoor,1610,5647,5,2026-07-30,4,19.070754,73.806712,0,0,0,0,0,0,0,0,Low
Political Rally,Morning,26914,Outdoor,29776,56041,5,2026-09-27,8,19.439411,73.708292,0,0,1,1,0,0,1,0,Medium
Protest/March,Afternoon,170865,Outdoor,170865,256297,0,2026-08-14,5,18.848316,73.379518,0,0,1,1,0,1,1,0,High
Political Rally,Night,54751,Outdoor,56789,72786,11,2026-07-10,7,18.030441,73.358035,1,0,1,1,1,0,1,0,Medium
Sports Match,Night,8523,Outdoor,22918,83668,76,2026-04-29,4,18.666307,73.765847,0,1,0,1,0,0,1,0,Low
Protest/March,Afternoon,451946,Outdoor,451946,677919,0,2026-05-06,7,19.04946,73.509517,0,0,1,1,0,1,1,0,High
Sports Match,Morning,5714,Outdoor,9500,33917,31,2026-06-10,4,18.645306,73.20383,0,1,0,1,0,0,0,0,Low
Sports Match,Afternoon,7650,Outdoor,20919,81084,69,2026-06-18,4,18.538857,73.876482,0,0,0,1,0,0,1,0,Low
Sports Match,Morning,75580,Outdoor,78387,109291,15,2026-08-07,7,18.363306,72.686102,0,1,1,1,1,0,1,0,Medium
Political Rally,Morning,2339305,Outdoor,2065590,935722,3,2026-06-20,36,19.30946,73.75811,0,1,1,1,1,0,1,0,Medium
Political Rally,Afternoon,1436399,Outdoor,1060462,574559,2,2026-09-19,22,18.571456,73.892359,0,1,1,1,1,0,1,0,High
Private Function,Night,855,Outdoor,2345,7644,7,2026-09-04,4,18.949855,73.329571,0,1,0,0,0,0,1,0,Low
